0.000193000,0
0.007170000,0
0.228681000,0
5.075601000,0
5.076424000,0
5.292726000,0
15.417719000,0
15.741136000,0
15.741136000,0
15.744718000,0
15.745643000,0
15.746851000,0
16.318539000,0
16.543320000,0
16.543320000,0
16.603561000,3
16.604295000,1
16.666717000,1
16.724945000,3
16.727012000,2
16.780775000,0
16.780953000,2
16.839886000,2
16.900097000,1
16.909591000,3
16.948912000,1
16.956987000,1
16.999413000,0
17.067041000,2
17.067796000,1
17.122394000,1
17.350884000,0
17.353142000,1
17.353302000,0
17.399408000,1
17.680382000,0
17.682456000,5
17.683400000,1
17.963451000,0
17.967440000,6
17.967630000,0
18.012895000,6
18.292661000,0
18.294125000,6
18.294991000,1
18.574478000,0
18.576699000,0
18.576811000,7
18.625838000,7
18.630293000,3
18.691022000,1
18.746422000,1
18.796735000,5
18.803711000,1
18.866189000,1
18.926660000,1
18.968385000,3
18.972296000,1
19.024614000,1
19.029754000,1
19.084007000,1
19.092244000,2
19.129932000,1
19.172974000,1
19.176123000,1
19.228802000,0
19.282592000,1
19.292749000,2
19.351650000,1
19.407693000,3
19.414163000,1
19.473295000,1
19.519887000,1
19.566239000,1
19.608717000,4
19.611983000,1
19.663773000,0
19.729059000,2
19.782840000,3
19.785952000,1
19.833881000,1
19.838793000,2
19.894228000,1
19.895053000,1
19.943749000,1
20.000730000,1
20.003657000,1
20.051394000,1
20.100919000,0
20.159470000,2
20.202580000,4
20.213611000,0
20.268765000,2
20.277612000,2
20.324241000,0
20.377026000,2
20.377799000,1
20.430931000,0
20.484691000,1
20.487195000,2
20.541326000,0
20.597264000,2
20.601020000,4
20.650534000,0
20.704555000,1
20.705239000,1
20.750300000,1
20.774224000,1
20.799093000,1
20.838621000,1
20.848049000,1
20.892590000,1
20.909503000,2
20.942792000,1
20.974217000,1
21.003667000,1
21.032645000,1
21.052726000,1
21.083395000,1
21.111145000,1
21.155864000,1
21.157899000,1
21.204514000,1
21.217343000,2
21.254200000,0
21.313585000,2
21.314223000,1
21.362806000,0
21.408331000,1
21.457980000,1
21.490806000,3
21.516997000,1
21.560475000,1
21.565395000,1
21.613278000,1
21.621512000,2
21.658019000,1
21.671361000,1
21.707079000,1
21.744416000,1
21.751897000,1
21.798842000,1
21.807259000,2
21.858051000,0
21.907973000,2
21.908604000,1
21.969610000,1
22.022768000,1
22.033774000,3
22.072298000,0
22.129845000,2
22.130501000,1
22.180056000,0
22.237738000,2
22.290113000,0
22.346580000,3
22.349173000,2
22.407905000,2
22.410839000,1
22.458740000,1
22.515233000,2
22.518962000,1
22.566389000,1
22.615685000,0
22.672362000,2
22.674974000,2
22.725847000,0
22.780783000,2
22.785068000,2
22.846799000,1
22.892728000,1
22.943174000,0
22.997206000,4
23.000643000,2
23.386989000,0
23.388766000,1
23.389078000,0
23.435927000,1
23.823491000,0
23.825528000,10
23.826328000,1
24.215340000,0
24.224355000,6
24.224691000,0
24.280606000,6
24.347807000,7
24.386080000,7
24.392935000,1
24.438728000,1
24.449786000,2
24.486996000,1
24.504800000,1
24.534100000,1
24.583164000,0
24.642618000,2
24.693083000,0
24.695537000,3
24.741992000,1
24.758280000,1
24.801515000,1
24.814361000,1
24.847865000,1
24.870310000,1
24.896604000,1
24.928190000,1
24.955277000,1
24.988868000,1
25.004641000,1
25.052057000,1
25.055461000,2
25.099261000,1
25.112124000,1
25.148460000,1
25.172561000,1
25.207512000,1
25.228302000,1
25.255537000,1
25.290106000,1
25.302014000,1
25.349574000,1
25.351101000,0
25.397494000,1
25.414235000,1
25.444065000,1
25.474437000,1
25.491441000,1
25.531054000,1
25.539725000,1
25.586203000,1
25.586335000,1
25.644087000,1
25.653255000,2
25.696307000,1
25.717315000,1
25.743862000,1
25.783203000,1
25.791810000,1
25.841474000,0
25.841593000,1
25.901440000,2
25.903427000,2
25.951291000,0
26.008668000,2
26.009096000,1
26.060258000,0
26.120688000,2
