frame.time_relative,ip.src,ip.dst,_ws.col.protocol,tcp.seq,tcp.ack,tcp.nxtseq,_ws.col.info,mqtt.msg_text,tcp.payload
"0.000000000","192.168.146.112","192.168.146.97","TCP","0","0","1","61932 → 8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM",,
"0.000193000","192.168.146.97","192.168.146.112","TCP","0","1","1","8883 → 61932 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM",,
"0.005923000","192.168.146.112","192.168.146.97","TCP","1","1","1","61932 → 8883 [ACK] Seq=1 Ack=1 Win=65536 Len=0",,
"0.006191000","192.168.146.112","192.168.146.97","MQTT","1","1","39","Connect Command",,"102400064d51497364700302ffff001630656a376573753565684d5349387743356750416f6a"
"0.007170000","192.168.146.97","192.168.146.112","MQTT","1","39","5","Connect Ack",,"20020000"
"0.228681000","192.168.146.97","192.168.146.112","TCP","1","39","5","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=1 Ack=39 Win=525312 Len=4",,"20020000"
"0.230260000","192.168.146.112","192.168.146.97","TCP","39","5","39","61932 → 8883 [ACK] Seq=39 Ack=5 Win=65536 Len=0",,
"0.682161000","192.168.146.112","192.168.146.97","TCP","39","5","39","[TCP Dup ACK 7#1] 61932 → 8883 [ACK] Seq=39 Ack=5 Win=65536 Len=0 SLE=1 SRE=5",,
"2.718410000","192.168.146.97","48.218.107.32","TLSv1.2","1","1","51","Application Data",,"170303002d1dd08f5d78f09e8eb8b8ffeac485b0c433a126b20818ad808b4a0800f4dc0e42d3c8eb59f3c95e9142bc4ed3c4"
"3.168722000","192.168.146.97","48.218.107.32","TCP","1","1","51","[TCP Retransmission] 64522 → 443 [PSH, ACK] Seq=1 Ack=1 Win=252 Len=50",,"170303002d1dd08f5d78f09e8eb8b8ffeac485b0c433a126b20818ad808b4a0800f4dc0e42d3c8eb59f3c95e9142bc4ed3c4"
"3.170957000","48.218.107.32","192.168.146.97","TLSv1.2","1","51","40","Application Data",,"17030300226cb09e150abaf724e0d8a277ee9e02991b808f0d60a80a3587e777906584b7e0ae13"
"3.214749000","192.168.146.97","48.218.107.32","TCP","51","40","51","64522 → 443 [ACK] Seq=51 Ack=40 Win=252 Len=0",,
"3.645223000","48.218.107.32","192.168.146.97","TCP","1","51","40","[TCP Spurious Retransmission] 443 → 64522 [PSH, ACK] Seq=1 Ack=51 Win=16384 Len=39",,"17030300226cb09e150abaf724e0d8a277ee9e02991b808f0d60a80a3587e777906584b7e0ae13"
"3.645223000","48.218.107.32","192.168.146.97","TCP","40","51","40","[TCP Dup ACK 11#1] 443 → 64522 [ACK] Seq=40 Ack=51 Win=16384 Len=0 SLE=1 SRE=51",,
"3.645296000","192.168.146.97","48.218.107.32","TCP","51","40","51","[TCP Dup ACK 12#1] 64522 → 443 [ACK] Seq=51 Ack=40 Win=252 Len=0 SLE=1 SRE=40",,
"5.075435000","192.168.146.112","192.168.146.97","MQTT","39","5","49","Subscribe Request (id=1) [ecg]",,"82080001000365636700"
"5.075435000","192.168.146.112","192.168.146.97","TCP","39","5","49","[TCP Retransmission] 61932 → 8883 [PSH, ACK] Seq=39 Ack=5 Win=65536 Len=10",,"82080001000365636700"
"5.075601000","192.168.146.97","192.168.146.112","TCP","5","49","5","8883 → 61932 [ACK] Seq=5 Ack=49 Win=525312 Len=0 SLE=39 SRE=49",,
"5.076424000","192.168.146.97","192.168.146.112","MQTT","5","49","10","Subscribe Ack (id=1)",,"9003000100"
"5.292726000","192.168.146.97","192.168.146.112","TCP","5","49","10","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=5 Ack=49 Win=525312 Len=5",,"9003000100"
"5.294739000","192.168.146.112","192.168.146.97","TCP","49","10","49","61932 → 8883 [ACK] Seq=49 Ack=10 Win=65536 Len=0",,
"6.204881000","192.168.146.112","192.168.146.97","TCP","49","10","49","[TCP Dup ACK 21#1] 61932 → 8883 [ACK] Seq=49 Ack=10 Win=65536 Len=0 SLE=5 SRE=10",,
"15.417719000","192.168.146.187","192.168.146.97","TCP","1","1","2","51900 → 8883 [FIN, ACK] Seq=1 Ack=1 Win=6396 Len=0",,
"15.417816000","192.168.146.97","192.168.146.187","TCP","1","2","1","8883 → 51900 [ACK] Seq=1 Ack=2 Win=64415 Len=0",,
"15.418081000","192.168.146.97","192.168.146.187","TCP","1","2","2","8883 → 51900 [FIN, ACK] Seq=1 Ack=2 Win=64415 Len=0",,
"15.738176000","192.168.146.97","192.168.146.187","TCP","1","2","2","[TCP Retransmission] 8883 → 51900 [FIN, ACK] Seq=1 Ack=2 Win=64415 Len=0",,
"15.741136000","192.168.146.187","192.168.146.97","TCP","2","2","2","51900 → 8883 [ACK] Seq=2 Ack=2 Win=6395 Len=0",,
"15.741136000","192.168.146.187","192.168.146.97","TCP","0","0","1","51901 → 8883 [SYN] Seq=0 Win=6400 Len=0 MSS=800",,
"15.741334000","192.168.146.97","192.168.146.187","TCP","0","1","1","8883 → 51901 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1460",,
"15.744718000","192.168.146.187","192.168.146.97","TCP","2","2","2","[TCP Dup ACK 27#1] 51900 → 8883 [ACK] Seq=2 Ack=2 Win=6395 Len=0",,
"15.745643000","192.168.146.187","192.168.146.97","TCP","1","1","1","51901 → 8883 [ACK] Seq=1 Ack=1 Win=6400 Len=0",,
"15.746851000","192.168.146.187","192.168.146.97","TCP","1","1","4","",,"101100"
"15.796106000","192.168.146.97","192.168.146.187","TCP","1","4","1","8883 → 51901 [ACK] Seq=1 Ack=4 Win=64797 Len=0",,
"16.318539000","192.168.146.187","192.168.146.97","MQTT","4","1","20","Connect Command",,"044d5154540402ffff0005527069636f"
"16.319508000","192.168.146.97","192.168.146.187","MQTT","1","20","5","Connect Ack",,"20020000"
"16.535001000","192.168.146.97","192.168.146.187","TCP","1","20","5","[TCP Retransmission] 8883 → 51901 [PSH, ACK] Seq=1 Ack=20 Win=64781 Len=4",,"20020000"
"16.543320000","192.168.146.187","192.168.146.97","TCP","20","5","22","",,"3048"
"16.543320000","192.168.146.187","192.168.146.97","TCP","22","5","22","[TCP Dup ACK 37#1] 51901 → 8883 [ACK] Seq=22 Ack=5 Win=6396 Len=0",,
"16.597462000","192.168.146.97","192.168.146.187","TCP","5","22","5","8883 → 51901 [ACK] Seq=5 Ack=22 Win=64779 Len=0",,
"16.603561000","192.168.146.187","192.168.146.97","MQTT","22","5","241","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:06:306"", ""sig no"": 1, ""value"": 0.4969406}},{""data"": {""time"": ""13:00:06:362"", ""sig no"": 2, ""value"": 0.507454}},{""data"": {""time"": ""13:00:06:416"", ""sig no"": 3, ""value"": 0.5120928}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a30363a333036222c2022736967206e6f223a20312c202276616c7565223a20302e343936393430367d7d304700036563677b2264617461223a207b2274696d65223a202231333a30303a30363a333632222c2022736967206e6f223a20322c202276616c7565223a20302e3530373435347d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a343136222c2022736967206e6f223a20332c202276616c7565223a20302e353132303932387d7d"
"16.604295000","192.168.146.97","192.168.146.112","MQTT","10","49","84","Publish Message [ecg]","{""data"": {""time"": ""13:00:06:306"", ""sig no"": 1, ""value"": 0.4969406}}","304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a333036222c2022736967206e6f223a20312c202276616c7565223a20302e343936393430367d7d"
"16.658605000","192.168.146.97","192.168.146.187","TCP","5","241","5","8883 → 51901 [ACK] Seq=5 Ack=241 Win=64560 Len=0",,
"16.666717000","192.168.146.187","192.168.146.97","MQTT","241","5","315","Publish Message [ecg]","{""data"": {""time"": ""13:00:06:470"", ""sig no"": 4, ""value"": 0.4954757}}","304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a343730222c2022736967206e6f223a20342c202276616c7565223a20302e343935343735377d7d"
"16.721135000","192.168.146.97","192.168.146.187","TCP","5","315","5","8883 → 51901 [ACK] Seq=5 Ack=315 Win=64486 Len=0",,
"16.724866000","192.168.146.112","192.168.146.97","TCP","49","84","49","61932 → 8883 [ACK] Seq=49 Ack=84 Win=65536 Len=0",,
"16.724945000","192.168.146.97","192.168.146.112","MQTT","84","49","305","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:06:362"", ""sig no"": 2, ""value"": 0.507454}},{""data"": {""time"": ""13:00:06:416"", ""sig no"": 3, ""value"": 0.5120928}},{""data"": {""time"": ""13:00:06:470"", ""sig no"": 4, ""value"": 0.4954757}}","304700036563677b2264617461223a207b2274696d65223a202231333a30303a30363a333632222c2022736967206e6f223a20322c202276616c7565223a20302e3530373435347d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a343136222c2022736967206e6f223a20332c202276616c7565223a20302e353132303932387d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a343730222c2022736967206e6f223a20342c202276616c7565223a20302e343935343735377d7d"
"16.727012000","192.168.146.187","192.168.146.97","MQTT","315","5","463","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:06:525"", ""sig no"": 5, ""value"": 0.5589685}},{""data"": {""time"": ""13:00:06:579"", ""sig no"": 6, ""value"": 0.4866865}}","304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a353235222c2022736967206e6f223a20352c202276616c7565223a20302e353538393638357d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a353739222c2022736967206e6f223a20362c202276616c7565223a20302e343836363836357d7d"
"16.768420000","192.168.146.97","192.168.146.187","TCP","5","463","5","8883 → 51901 [ACK] Seq=5 Ack=463 Win=64338 Len=0",,
"16.780775000","192.168.146.187","192.168.146.97","TCP","463","5","465","",,"3048"
"16.780775000","192.168.146.112","192.168.146.97","TCP","49","305","49","61932 → 8883 [ACK] Seq=49 Ack=305 Win=65280 Len=0",,
"16.780953000","192.168.146.97","192.168.146.112","MQTT","305","49","453","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:06:525"", ""sig no"": 5, ""value"": 0.5589685}},{""data"": {""time"": ""13:00:06:579"", ""sig no"": 6, ""value"": 0.4866865}}","304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a353235222c2022736967206e6f223a20352c202276616c7565223a20302e353538393638357d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a353739222c2022736967206e6f223a20362c202276616c7565223a20302e343836363836357d7d"
"16.831622000","192.168.146.97","192.168.146.187","TCP","5","465","5","8883 → 51901 [ACK] Seq=5 Ack=465 Win=64336 Len=0",,
"16.839886000","192.168.146.187","192.168.146.97","MQTT","465","5","611","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:06:635"", ""sig no"": 7, ""value"": 0.5216145}},{""data"": {""time"": ""13:00:06:690"", ""sig no"": 8, ""value"": 0.5196612}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a30363a363335222c2022736967206e6f223a20372c202276616c7565223a20302e353231363134357d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a363930222c2022736967206e6f223a20382c202276616c7565223a20302e353139363631327d7d"
"16.894646000","192.168.146.97","192.168.146.187","TCP","5","611","5","8883 → 51901 [ACK] Seq=5 Ack=611 Win=64190 Len=0",,
"16.900097000","192.168.146.187","192.168.146.97","MQTT","611","5","685","Publish Message [ecg]","{""data"": {""time"": ""13:00:06:744"", ""sig no"": 9, ""value"": 0.5482261}}","304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a373434222c2022736967206e6f223a20392c202276616c7565223a20302e353438323236317d7d"
"16.909509000","192.168.146.112","192.168.146.97","TCP","49","453","49","61932 → 8883 [ACK] Seq=49 Ack=453 Win=65024 Len=0",,
"16.909591000","192.168.146.97","192.168.146.112","MQTT","453","49","675","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:06:635"", ""sig no"": 7, ""value"": 0.5216145}},{""data"": {""time"": ""13:00:06:690"", ""sig no"": 8, ""value"": 0.5196612}},{""data"": {""time"": ""13:00:06:744"", ""sig no"": 9, ""value"": 0.5482261}}","304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a363335222c2022736967206e6f223a20372c202276616c7565223a20302e353231363134357d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a363930222c2022736967206e6f223a20382c202276616c7565223a20302e353139363631327d7d304800036563677b2264617461223a207b2274696d65223a202231333a30303a30363a373434222c2022736967206e6f223a20392c202276616c7565223a20302e353438323236317d7d"
"16.942737000","192.168.146.97","192.168.146.187","TCP","5","685","5","8883 → 51901 [ACK] Seq=5 Ack=685 Win=64116 Len=0",,
"16.948912000","192.168.146.187","192.168.146.97","MQTT","685","5","760","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:798"", ""sig no"": 10, ""value"": 0.5667964}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a373938222c2022736967206e6f223a2031302c202276616c7565223a20302e353636373936347d7d"
"16.956906000","192.168.146.112","192.168.146.97","TCP","49","675","49","61932 → 8883 [ACK] Seq=49 Ack=675 Win=65024 Len=0",,
"16.956987000","192.168.146.97","192.168.146.112","MQTT","675","49","750","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:798"", ""sig no"": 10, ""value"": 0.5667964}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a373938222c2022736967206e6f223a2031302c202276616c7565223a20302e353636373936347d7d"
"16.989931000","192.168.146.97","192.168.146.187","TCP","5","760","5","8883 → 51901 [ACK] Seq=5 Ack=760 Win=64041 Len=0",,
"16.999413000","192.168.146.187","192.168.146.97","TCP","760","5","762","",,"3049"
"17.053501000","192.168.146.97","192.168.146.187","TCP","5","762","5","8883 → 51901 [ACK] Seq=5 Ack=762 Win=64039 Len=0",,
"17.055149000","192.168.146.112","192.168.146.97","TCP","49","750","49","61932 → 8883 [ACK] Seq=49 Ack=750 Win=64768 Len=0",,
"17.067041000","192.168.146.187","192.168.146.97","MQTT","762","5","910","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:07:854"", ""sig no"": 11, ""value"": 0.4986495}},{""data"": {""time"": ""13:00:07:909"", ""sig no"": 12, ""value"": 0.4876631}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a30373a383534222c2022736967206e6f223a2031312c202276616c7565223a20302e343938363439357d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a393039222c2022736967206e6f223a2031322c202276616c7565223a20302e343837363633317d7d"
"17.067796000","192.168.146.97","192.168.146.112","MQTT","750","49","825","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:854"", ""sig no"": 11, ""value"": 0.4986495}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a383534222c2022736967206e6f223a2031312c202276616c7565223a20302e343938363439357d7d"
"17.115984000","192.168.146.97","192.168.146.187","TCP","5","910","5","8883 → 51901 [ACK] Seq=5 Ack=910 Win=64800 Len=0",,
"17.122394000","192.168.146.187","192.168.146.97","MQTT","910","5","985","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:963"", ""sig no"": 13, ""value"": 0.4988937}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a393633222c2022736967206e6f223a2031332c202276616c7565223a20302e343938383933377d7d"
"17.163206000","192.168.146.97","192.168.146.187","TCP","5","985","5","8883 → 51901 [ACK] Seq=5 Ack=985 Win=64725 Len=0",,
"17.350884000","192.168.146.97","192.168.146.112","TCP","750","49","975","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=750 Ack=49 Win=525312 Len=225",,"304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a383534222c2022736967206e6f223a2031312c202276616c7565223a20302e343938363439357d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a393039222c2022736967206e6f223a2031322c202276616c7565223a20302e343837363633317d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a393633222c2022736967206e6f223a2031332c202276616c7565223a20302e343938383933377d7d"
"17.353142000","192.168.146.187","192.168.146.97","MQTT","985","5","1060","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:017"", ""sig no"": 14, ""value"": 0.5101397}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a303137222c2022736967206e6f223a2031342c202276616c7565223a20302e353130313339377d7d"
"17.353142000","192.168.146.112","192.168.146.97","TCP","49","825","49","61932 → 8883 [ACK] Seq=49 Ack=825 Win=64768 Len=0",,
"17.353302000","192.168.146.97","192.168.146.112","TCP","825","49","975","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=825 Ack=49 Win=525312 Len=150",,"304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a393039222c2022736967206e6f223a2031322c202276616c7565223a20302e343837363633317d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a393633222c2022736967206e6f223a2031332c202276616c7565223a20302e343938383933377d7d"
"17.397237000","192.168.146.97","192.168.146.187","TCP","5","1060","5","8883 → 51901 [ACK] Seq=5 Ack=1060 Win=64650 Len=0",,
"17.399101000","192.168.146.112","192.168.146.97","TCP","49","975","49","61932 → 8883 [ACK] Seq=49 Ack=975 Win=64512 Len=0 SLE=750 SRE=825",,
"17.399101000","192.168.146.112","192.168.146.97","TCP","49","975","49","[TCP Dup ACK 76#1] 61932 → 8883 [ACK] Seq=49 Ack=975 Win=64512 Len=0 SLE=825 SRE=975",,
"17.399408000","192.168.146.97","192.168.146.112","MQTT","975","49","1050","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:017"", ""sig no"": 14, ""value"": 0.5101397}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a303137222c2022736967206e6f223a2031342c202276616c7565223a20302e353130313339377d7d"
"17.680382000","192.168.146.97","192.168.146.112","TCP","975","49","1050","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=975 Ack=49 Win=525312 Len=75",,"304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a303137222c2022736967206e6f223a2031342c202276616c7565223a20302e353130313339377d7d"
"17.682456000","192.168.146.187","192.168.146.97","MQTT","1060","5","1435","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:07:071"", ""sig no"": 15, ""value"": 0.5072099}},{""data"": {""time"": ""13:00:07:125"", ""sig no"": 16, ""value"": 0.5106279}},{""data"": {""time"": ""13:00:07:179"", ""sig no"": 17, ""value"": 0.4905928}},{""data"": {""time"": ""13:00:07:233"", ""sig no"": 18, ""value"": 0.5025712}},{""data"": {""time"": ""13:00:07:287"", ""sig no"": 19, ""value"": 0.5484703}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a303731222c2022736967206e6f223a2031352c202276616c7565223a20302e353037323039397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a313235222c2022736967206e6f223a2031362c202276616c7565223a20302e353130363237397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a313739222c2022736967206e6f223a2031372c202276616c7565223a20302e343930353932387d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a323333222c2022736967206e6f223a2031382c202276616c7565223a20302e353032353731327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a323837222c2022736967206e6f223a2031392c202276616c7565223a20302e353438343730337d7d"
"17.682456000","192.168.146.112","192.168.146.97","TCP","49","1050","49","61932 → 8883 [ACK] Seq=49 Ack=1050 Win=64512 Len=0",,
"17.683400000","192.168.146.97","192.168.146.112","MQTT","1050","49","1125","Publish Message [ecg]","{""data"": {""time"": ""13:00:07:071"", ""sig no"": 15, ""value"": 0.5072099}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a303731222c2022736967206e6f223a2031352c202276616c7565223a20302e353037323039397d7d"
"17.727963000","192.168.146.97","192.168.146.187","TCP","5","1435","5","8883 → 51901 [ACK] Seq=5 Ack=1435 Win=64275 Len=0",,
"17.963451000","192.168.146.97","192.168.146.112","TCP","1050","49","1425","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=1050 Ack=49 Win=525312 Len=375",,"304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a303731222c2022736967206e6f223a2031352c202276616c7565223a20302e353037323039397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a313235222c2022736967206e6f223a2031362c202276616c7565223a20302e353130363237397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a313739222c2022736967206e6f223a2031372c202276616c7565223a20302e343930353932387d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a323333222c2022736967206e6f223a2031382c202276616c7565223a20302e353032353731327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a323837222c2022736967206e6f223a2031392c202276616c7565223a20302e353438343730337d7d"
"17.967440000","192.168.146.187","192.168.146.97","MQTT","1435","5","1885","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:07:341"", ""sig no"": 20, ""value"": 0.5025712}},{""data"": {""time"": ""13:00:07:395"", ""sig no"": 21, ""value"": 0.5111162}},{""data"": {""time"": ""13:00:07:449"", ""sig no"": 22, ""value"": 0.5343099}},{""data"": {""time"": ""13:00:07:503"", ""sig no"": 23, ""value"": 0.5597009}},{""data"": {""time"": ""13:00:07:557"", ""sig no"": 24, ""value"": 0.5555505}},{""data"": {""time"": ""13:00:07:612"", ""sig no"": 25, ""value"": 0.4930343}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a333431222c2022736967206e6f223a2032302c202276616c7565223a20302e353032353731327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a333935222c2022736967206e6f223a2032312c202276616c7565223a20302e353131313136327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a343439222c2022736967206e6f223a2032322c202276616c7565223a20302e353334333039397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a353033222c2022736967206e6f223a2032332c202276616c7565223a20302e353539373030397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a353537222c2022736967206e6f223a2032342c202276616c7565223a20302e353535353530357d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a363132222c2022736967206e6f223a2032352c202276616c7565223a20302e343933303334337d7d"
"17.967440000","192.168.146.112","192.168.146.97","TCP","49","1125","49","61932 → 8883 [ACK] Seq=49 Ack=1125 Win=64512 Len=0 SLE=975 SRE=1050",,
"17.967630000","192.168.146.97","192.168.146.112","TCP","1125","49","1425","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=1125 Ack=49 Win=525312 Len=300",,"304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a313235222c2022736967206e6f223a2031362c202276616c7565223a20302e353130363237397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a313739222c2022736967206e6f223a2031372c202276616c7565223a20302e343930353932387d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a323333222c2022736967206e6f223a2031382c202276616c7565223a20302e353032353731327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a323837222c2022736967206e6f223a2031392c202276616c7565223a20302e353438343730337d7d"
"18.009735000","192.168.146.97","192.168.146.187","TCP","5","1885","5","8883 → 51901 [ACK] Seq=5 Ack=1885 Win=64800 Len=0",,
"18.012817000","192.168.146.112","192.168.146.97","TCP","49","1425","49","61932 → 8883 [ACK] Seq=49 Ack=1425 Win=64256 Len=0 SLE=1050 SRE=1125",,
"18.012817000","192.168.146.112","192.168.146.97","TCP","49","1425","49","[TCP Dup ACK 89#1] 61932 → 8883 [ACK] Seq=49 Ack=1425 Win=64256 Len=0 SLE=1125 SRE=1425",,
"18.012895000","192.168.146.97","192.168.146.112","MQTT","1425","49","1875","Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:07:341"", ""sig no"": 20, ""value"": 0.5025712}},{""data"": {""time"": ""13:00:07:395"", ""sig no"": 21, ""value"": 0.5111162}},{""data"": {""time"": ""13:00:07:449"", ""sig no"": 22, ""value"": 0.5343099}},{""data"": {""time"": ""13:00:07:503"", ""sig no"": 23, ""value"": 0.5597009}},{""data"": {""time"": ""13:00:07:557"", ""sig no"": 24, ""value"": 0.5555505}},{""data"": {""time"": ""13:00:07:612"", ""sig no"": 25, ""value"": 0.4930343}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a333431222c2022736967206e6f223a2032302c202276616c7565223a20302e353032353731327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a333935222c2022736967206e6f223a2032312c202276616c7565223a20302e353131313136327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a343439222c2022736967206e6f223a2032322c202276616c7565223a20302e353334333039397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a353033222c2022736967206e6f223a2032332c202276616c7565223a20302e353539373030397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a353537222c2022736967206e6f223a2032342c202276616c7565223a20302e353535353530357d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a363132222c2022736967206e6f223a2032352c202276616c7565223a20302e343933303334337d7d"
"18.292661000","192.168.146.97","192.168.146.112","TCP","1425","49","1875","[TCP Retransmission] 8883 → 61932 [PSH, ACK] Seq=1425 Ack=49 Win=525312 Len=450",,"304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a333431222c2022736967206e6f223a2032302c202276616c7565223a20302e353032353731327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a333935222c2022736967206e6f223a2032312c202276616c7565223a20302e353131313136327d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a343439222c2022736967206e6f223a2032322c202276616c7565223a20302e353334333039397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a353033222c2022736967206e6f223a2032332c202276616c7565223a20302e353539373030397d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a353537222c2022736967206e6f223a2032342c202276616c7565223a20302e353535353530357d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a30373a363132222c2022736967206e6f223a2032352c202276616c7565223a20302e343933303334337d7d"
