frame.time_relative,ip.src,ip.dst,_ws.col.protocol,tcp.seq,tcp.ack,tcp.nxtseq,_ws.col.info,mqtt.msg_text,tcp.payload
"29.898022000","192.168.146.97","192.168.146.187","TCP","5","18579","5","8883 → 51901 [ACK] Seq=5 Ack=18579 Win=64724 Len=0",,
"29.902779000","192.168.146.187","192.168.146.97","MQTT","18579","5","18655","Publish Message [ecg]","{""data"": {""time"": ""13:00:19:750"", ""sig no"": 247, ""value"": 0.5282063}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a31393a373530222c2022736967206e6f223a203234372c202276616c7565223a20302e353238323036337d7d"
"29.938066000","192.168.146.112","192.168.146.97","TCP","49","18569","49","61932 → 8883 [ACK] Seq=49 Ack=18569 Win=64512 Len=0",,
"29.938143000","192.168.146.97","192.168.146.112","MQTT","18569","49","18645","Publish Message [ecg]","{""data"": {""time"": ""13:00:19:750"", ""sig no"": 247, ""value"": 0.5282063}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a31393a373530222c2022736967206e6f223a203234372c202276616c7565223a20302e353238323036337d7d"
"29.944299000","192.168.146.97","192.168.146.187","TCP","5","18655","5","8883 → 51901 [ACK] Seq=5 Ack=18655 Win=64648 Len=0",,
"29.951880000","192.168.146.187","192.168.146.97","TCP","18655","5","18657","",,"304a"
"29.992781000","192.168.146.112","192.168.146.97","TCP","49","18645","49","61932 → 8883 [ACK] Seq=49 Ack=18645 Win=64512 Len=0",,
"30.006167000","192.168.146.97","192.168.146.187","TCP","5","18657","5","8883 → 51901 [ACK] Seq=5 Ack=18657 Win=64646 Len=0",,
"30.012232000","192.168.146.187","192.168.146.97","MQTT","18657","5","18807","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:806"", ""sig no"": 248, ""value"": 0.5426108}},{""data"": {""time"": ""13:00:20:861"", ""sig no"": 249, ""value"": 0.5528649}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a383036222c2022736967206e6f223a203234382c202276616c7565223a20302e353432363130387d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a383631222c2022736967206e6f223a203234392c202276616c7565223a20302e353532383634397d7d"
"30.012805000","192.168.146.97","192.168.146.112","MQTT","18645","49","18721","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:806"", ""sig no"": 248, ""value"": 0.5426108}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a383036222c2022736967206e6f223a203234382c202276616c7565223a20302e353432363130387d7d"
"30.053719000","192.168.146.97","192.168.146.187","TCP","5","18807","5","8883 → 51901 [ACK] Seq=5 Ack=18807 Win=64496 Len=0",,
"30.060939000","192.168.146.187","192.168.146.97","TCP","18807","5","18809","",,"304a"
"30.115374000","192.168.146.97","192.168.146.187","TCP","5","18809","5","8883 → 51901 [ACK] Seq=5 Ack=18809 Win=64494 Len=0",,
"30.119652000","192.168.146.112","192.168.146.97","TCP","49","18721","49","61932 → 8883 [ACK] Seq=49 Ack=18721 Win=64256 Len=0",,
"30.119728000","192.168.146.97","192.168.146.112","MQTT","18721","49","18797","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:861"", ""sig no"": 249, ""value"": 0.5528649}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a383631222c2022736967206e6f223a203234392c202276616c7565223a20302e353532383634397d7d"
"30.121178000","192.168.146.187","192.168.146.97","MQTT","18809","5","18959","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:915"", ""sig no"": 250, ""value"": 0.4874189}},{""data"": {""time"": ""13:00:20:970"", ""sig no"": 251, ""value"": 0.5025712}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a393135222c2022736967206e6f223a203235302c202276616c7565223a20302e343837343138397d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a393730222c2022736967206e6f223a203235312c202276616c7565223a20302e353032353731327d7d"
"30.161563000","192.168.146.97","192.168.146.187","TCP","5","18959","5","8883 → 51901 [ACK] Seq=5 Ack=18959 Win=64344 Len=0",,
"30.172545000","192.168.146.187","192.168.146.97","TCP","18959","5","18961","",,"304a"
"30.185883000","192.168.146.112","192.168.146.97","TCP","49","18797","49","61932 → 8883 [ACK] Seq=49 Ack=18797 Win=64256 Len=0",,
"30.185971000","192.168.146.97","192.168.146.112","MQTT","18797","49","18949","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:915"", ""sig no"": 250, ""value"": 0.4874189}},{""data"": {""time"": ""13:00:20:970"", ""sig no"": 251, ""value"": 0.5025712}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a393135222c2022736967206e6f223a203235302c202276616c7565223a20302e343837343138397d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a393730222c2022736967206e6f223a203235312c202276616c7565223a20302e353032353731327d7d"
"30.224472000","192.168.146.97","192.168.146.187","TCP","5","18961","5","8883 → 51901 [ACK] Seq=5 Ack=18961 Win=64342 Len=0",,
"30.229149000","192.168.146.187","192.168.146.97","MQTT","18961","5","19110","Publish Message [ecg], Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:00:20:024"", ""sig no"": 252, ""value"": 0.5125811}},{""data"": {""time"": ""13:00:20:080"", ""sig no"": 253, ""value"": 0.507454}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a303234222c2022736967206e6f223a203235322c202276616c7565223a20302e353132353831317d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a32303a303830222c2022736967206e6f223a203235332c202276616c7565223a20302e3530373435347d7d"
"30.254545000","192.168.146.112","192.168.146.97","TCP","49","18949","49","61932 → 8883 [ACK] Seq=49 Ack=18949 Win=64256 Len=0",,
"30.254632000","192.168.146.97","192.168.146.112","MQTT","18949","49","19100","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:024"", ""sig no"": 252, ""value"": 0.5125811}},{""data"": {""time"": ""13:00:20:080"", ""sig no"": 253, ""value"": 0.507454}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a303234222c2022736967206e6f223a203235322c202276616c7565223a20302e353132353831317d7d304900036563677b2264617461223a207b2274696d65223a202231333a30303a32303a303830222c2022736967206e6f223a203235332c202276616c7565223a20302e3530373435347d7d"
"30.271576000","192.168.146.97","192.168.146.187","TCP","5","19110","5","8883 → 51901 [ACK] Seq=5 Ack=19110 Win=64193 Len=0",,
"30.281043000","192.168.146.187","192.168.146.97","TCP","19110","5","19112","",,"304a"
"30.319676000","192.168.146.112","192.168.146.97","TCP","49","19100","49","61932 → 8883 [ACK] Seq=49 Ack=19100 Win=65536 Len=0",,
"30.332485000","192.168.146.97","192.168.146.187","TCP","5","19112","5","8883 → 51901 [ACK] Seq=5 Ack=19112 Win=64191 Len=0",,
"30.340183000","192.168.146.187","192.168.146.97","MQTT","19112","5","19262","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:135"", ""sig no"": 254, ""value"": 0.4949874}},{""data"": {""time"": ""13:00:20:190"", ""sig no"": 255, ""value"": 0.5201495}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a313335222c2022736967206e6f223a203235342c202276616c7565223a20302e343934393837347d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a313930222c2022736967206e6f223a203235352c202276616c7565223a20302e353230313439357d7d"
"30.340770000","192.168.146.97","192.168.146.112","MQTT","19100","49","19176","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:135"", ""sig no"": 254, ""value"": 0.4949874}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a313335222c2022736967206e6f223a203235342c202276616c7565223a20302e343934393837347d7d"
"30.394749000","192.168.146.97","192.168.146.187","TCP","5","19262","5","8883 → 51901 [ACK] Seq=5 Ack=19262 Win=64041 Len=0",,
"30.401470000","192.168.146.187","192.168.146.97","MQTT","19262","5","19338","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:244"", ""sig no"": 256, ""value"": 0.5011063}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a323434222c2022736967206e6f223a203235362c202276616c7565223a20302e353031313036337d7d"
"30.426824000","192.168.146.112","192.168.146.97","TCP","49","19176","49","61932 → 8883 [ACK] Seq=49 Ack=19176 Win=65536 Len=0",,
"30.426926000","192.168.146.97","192.168.146.112","MQTT","19176","49","19328","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:190"", ""sig no"": 255, ""value"": 0.5201495}},{""data"": {""time"": ""13:00:20:244"", ""sig no"": 256, ""value"": 0.5011063}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a313930222c2022736967206e6f223a203235352c202276616c7565223a20302e353230313439357d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a323434222c2022736967206e6f223a203235362c202276616c7565223a20302e353031313036337d7d"
"30.442983000","192.168.146.97","192.168.146.187","TCP","5","19338","5","8883 → 51901 [ACK] Seq=5 Ack=19338 Win=64800 Len=0",,
"30.447824000","192.168.146.187","192.168.146.97","MQTT","19338","5","19413","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:298"", ""sig no"": 257, ""value"": 0.504036}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32303a323938222c2022736967206e6f223a203235372c202276616c7565223a20302e3530343033367d7d"
"30.490294000","192.168.146.112","192.168.146.97","TCP","49","19328","49","61932 → 8883 [ACK] Seq=49 Ack=19328 Win=65280 Len=0",,
"30.490416000","192.168.146.97","192.168.146.112","MQTT","19328","49","19403","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:298"", ""sig no"": 257, ""value"": 0.504036}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32303a323938222c2022736967206e6f223a203235372c202276616c7565223a20302e3530343033367d7d"
"30.492020000","192.168.146.97","192.168.146.187","TCP","5","19413","5","8883 → 51901 [ACK] Seq=5 Ack=19413 Win=64725 Len=0",,
"30.498129000","192.168.146.187","192.168.146.97","TCP","19413","5","19415","",,"304a"
"30.551863000","192.168.146.97","192.168.146.187","TCP","5","19415","5","8883 → 51901 [ACK] Seq=5 Ack=19415 Win=64723 Len=0",,
"30.555715000","192.168.146.112","192.168.146.97","TCP","49","19403","49","61932 → 8883 [ACK] Seq=49 Ack=19403 Win=65280 Len=0",,
"30.562695000","192.168.146.187","192.168.146.97","MQTT","19415","5","19565","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:352"", ""sig no"": 258, ""value"": 0.4317388}},{""data"": {""time"": ""13:00:20:408"", ""sig no"": 259, ""value"": 0.5357748}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a333532222c2022736967206e6f223a203235382c202276616c7565223a20302e343331373338387d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a343038222c2022736967206e6f223a203235392c202276616c7565223a20302e353335373734387d7d"
"30.563322000","192.168.146.97","192.168.146.112","MQTT","19403","49","19479","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:352"", ""sig no"": 258, ""value"": 0.4317388}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a333532222c2022736967206e6f223a203235382c202276616c7565223a20302e343331373338387d7d"
"30.614137000","192.168.146.97","192.168.146.187","TCP","5","19565","5","8883 → 51901 [ACK] Seq=5 Ack=19565 Win=64573 Len=0",,
"30.619680000","192.168.146.187","192.168.146.97","MQTT","19565","5","19641","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:462"", ""sig no"": 260, ""value"": 0.5296712}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a343632222c2022736967206e6f223a203236302c202276616c7565223a20302e353239363731327d7d"
"30.620357000","192.168.146.112","192.168.146.97","TCP","49","19479","49","61932 → 8883 [ACK] Seq=49 Ack=19479 Win=65280 Len=0",,
"30.620405000","192.168.146.97","192.168.146.112","MQTT","19479","49","19555","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:408"", ""sig no"": 259, ""value"": 0.5357748}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a343038222c2022736967206e6f223a203235392c202276616c7565223a20302e353335373734387d7d"
"30.661657000","192.168.146.97","192.168.146.187","TCP","5","19641","5","8883 → 51901 [ACK] Seq=5 Ack=19641 Win=64497 Len=0",,
"30.668411000","192.168.146.187","192.168.146.97","MQTT","19641","5","19717","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:517"", ""sig no"": 261, ""value"": 0.5470054}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a353137222c2022736967206e6f223a203236312c202276616c7565223a20302e353437303035347d7d"
"30.678258000","192.168.146.112","192.168.146.97","TCP","49","19555","49","61932 → 8883 [ACK] Seq=49 Ack=19555 Win=65024 Len=0",,
"30.678332000","192.168.146.97","192.168.146.112","MQTT","19555","49","19707","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:20:462"", ""sig no"": 260, ""value"": 0.5296712}},{""data"": {""time"": ""13:00:20:517"", ""sig no"": 261, ""value"": 0.5470054}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a343632222c2022736967206e6f223a203236302c202276616c7565223a20302e353239363731327d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a353137222c2022736967206e6f223a203236312c202276616c7565223a20302e353437303035347d7d"
"30.723400000","192.168.146.97","192.168.146.187","TCP","5","19717","5","8883 → 51901 [ACK] Seq=5 Ack=19717 Win=64421 Len=0",,
"30.728818000","192.168.146.187","192.168.146.97","MQTT","19717","5","19793","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:573"", ""sig no"": 262, ""value"": 0.5667964}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a353733222c2022736967206e6f223a203236322c202276616c7565223a20302e353636373936347d7d"
"30.733039000","192.168.146.112","192.168.146.97","TCP","49","19707","49","61932 → 8883 [ACK] Seq=49 Ack=19707 Win=65024 Len=0",,
"30.733117000","192.168.146.97","192.168.146.112","MQTT","19707","49","19783","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:573"", ""sig no"": 262, ""value"": 0.5667964}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a353733222c2022736967206e6f223a203236322c202276616c7565223a20302e353636373936347d7d"
"30.769985000","192.168.146.97","192.168.146.187","TCP","5","19793","5","8883 → 51901 [ACK] Seq=5 Ack=19793 Win=64345 Len=0",,
"30.777674000","192.168.146.187","192.168.146.97","MQTT","19793","5","19869","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:628"", ""sig no"": 263, ""value"": 0.5208819}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a363238222c2022736967206e6f223a203236332c202276616c7565223a20302e353230383831397d7d"
"30.794922000","192.168.146.112","192.168.146.97","TCP","49","19783","49","61932 → 8883 [ACK] Seq=49 Ack=19783 Win=64768 Len=0",,
"30.795000000","192.168.146.97","192.168.146.112","MQTT","19783","49","19859","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:628"", ""sig no"": 263, ""value"": 0.5208819}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a363238222c2022736967206e6f223a203236332c202276616c7565223a20302e353230383831397d7d"
"30.831635000","192.168.146.97","192.168.146.187","TCP","5","19869","5","8883 → 51901 [ACK] Seq=5 Ack=19869 Win=64269 Len=0",,
"30.836631000","192.168.146.187","192.168.146.97","MQTT","19869","5","19945","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:683"", ""sig no"": 264, ""value"": 0.4949874}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a363833222c2022736967206e6f223a203236342c202276616c7565223a20302e343934393837347d7d"
"30.851741000","192.168.146.112","192.168.146.97","TCP","49","19859","49","61932 → 8883 [ACK] Seq=49 Ack=19859 Win=64768 Len=0",,
"30.851816000","192.168.146.97","192.168.146.112","MQTT","19859","49","19935","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:683"", ""sig no"": 264, ""value"": 0.4949874}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a363833222c2022736967206e6f223a203236342c202276616c7565223a20302e343934393837347d7d"
"30.878558000","192.168.146.97","192.168.146.187","TCP","5","19945","5","8883 → 51901 [ACK] Seq=5 Ack=19945 Win=64193 Len=0",,
"30.885133000","192.168.146.187","192.168.146.97","MQTT","19945","5","20021","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:737"", ""sig no"": 265, ""value"": 0.5089189}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a373337222c2022736967206e6f223a203236352c202276616c7565223a20302e353038393138397d7d"
"30.919131000","192.168.146.112","192.168.146.97","TCP","49","19935","49","61932 → 8883 [ACK] Seq=49 Ack=19935 Win=64768 Len=0",,
"30.919213000","192.168.146.97","192.168.146.112","MQTT","19935","49","20011","Publish Message [ecg]","{""data"": {""time"": ""13:00:20:737"", ""sig no"": 265, ""value"": 0.5089189}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32303a373337222c2022736967206e6f223a203236352c202276616c7565223a20302e353038393138397d7d"
"30.925467000","192.168.146.97","192.168.146.187","TCP","5","20021","5","8883 → 51901 [ACK] Seq=5 Ack=20021 Win=64117 Len=0",,
"30.936935000","192.168.146.187","192.168.146.97","TCP","20021","5","20023","",,"304a"
"30.982271000","192.168.146.112","192.168.146.97","TCP","49","20011","49","61932 → 8883 [ACK] Seq=49 Ack=20011 Win=64768 Len=0",,
"30.987531000","192.168.146.97","192.168.146.187","TCP","5","20023","5","8883 → 51901 [ACK] Seq=5 Ack=20023 Win=64115 Len=0",,
"30.992714000","192.168.146.187","192.168.146.97","MQTT","20023","5","20099","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:791"", ""sig no"": 266, ""value"": 0.5069657}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a373931222c2022736967206e6f223a203236362c202276616c7565223a20302e353036393635377d7d3049"
"30.993306000","192.168.146.97","192.168.146.112","MQTT","20011","49","20087","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:791"", ""sig no"": 266, ""value"": 0.5069657}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a373931222c2022736967206e6f223a203236362c202276616c7565223a20302e353036393635377d7d"
"31.036214000","192.168.146.97","192.168.146.187","TCP","5","20099","5","8883 → 51901 [ACK] Seq=5 Ack=20099 Win=64039 Len=0",,
"31.041219000","192.168.146.187","192.168.146.97","MQTT","20099","5","20172","Publish Message [ecg][Malformed Packet]","{""data"": {""time"": ""13:00:21:847"", ""sig no"": 267, ""value"": 0.497673}}","00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a383437222c2022736967206e6f223a203236372c202276616c7565223a20302e3439373637337d7d"
"31.053474000","192.168.146.112","192.168.146.97","TCP","49","20087","49","61932 → 8883 [ACK] Seq=49 Ack=20087 Win=64512 Len=0",,
"31.053554000","192.168.146.97","192.168.146.112","MQTT","20087","49","20162","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:847"", ""sig no"": 267, ""value"": 0.497673}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32313a383437222c2022736967206e6f223a203236372c202276616c7565223a20302e3439373637337d7d"
"31.096938000","192.168.146.97","192.168.146.187","TCP","5","20172","5","8883 → 51901 [ACK] Seq=5 Ack=20172 Win=64800 Len=0",,
"31.101114000","192.168.146.187","192.168.146.97","MQTT","20172","5","20248","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:902"", ""sig no"": 268, ""value"": 0.5147784}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a393032222c2022736967206e6f223a203236382c202276616c7565223a20302e353134373738347d7d"
"31.118995000","192.168.146.112","192.168.146.97","TCP","49","20162","49","61932 → 8883 [ACK] Seq=49 Ack=20162 Win=64512 Len=0",,
"31.119073000","192.168.146.97","192.168.146.112","MQTT","20162","49","20238","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:902"", ""sig no"": 268, ""value"": 0.5147784}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a393032222c2022736967206e6f223a203236382c202276616c7565223a20302e353134373738347d7d"
"31.144135000","192.168.146.97","192.168.146.187","TCP","5","20248","5","8883 → 51901 [ACK] Seq=5 Ack=20248 Win=64724 Len=0",,
"31.151922000","192.168.146.187","192.168.146.97","MQTT","20248","5","20324","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:957"", ""sig no"": 269, ""value"": 0.4854658}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a393537222c2022736967206e6f223a203236392c202276616c7565223a20302e343835343635387d7d"
"31.184260000","192.168.146.112","192.168.146.97","TCP","49","20238","49","61932 → 8883 [ACK] Seq=49 Ack=20238 Win=64512 Len=0",,
"31.184355000","192.168.146.97","192.168.146.112","MQTT","20238","49","20314","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:957"", ""sig no"": 269, ""value"": 0.4854658}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a393537222c2022736967206e6f223a203236392c202276616c7565223a20302e343835343635387d7d"
"31.207085000","192.168.146.97","192.168.146.187","TCP","5","20324","5","8883 → 51901 [ACK] Seq=5 Ack=20324 Win=64648 Len=0",,
"31.213822000","192.168.146.187","192.168.146.97","MQTT","20324","5","20400","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:013"", ""sig no"": 270, ""value"": 0.5069657}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a303133222c2022736967206e6f223a203237302c202276616c7565223a20302e353036393635377d7d"
"31.242379000","192.168.146.112","192.168.146.97","TCP","49","20314","49","61932 → 8883 [ACK] Seq=49 Ack=20314 Win=64256 Len=0",,
"31.242455000","192.168.146.97","192.168.146.112","MQTT","20314","49","20390","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:013"", ""sig no"": 270, ""value"": 0.5069657}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a303133222c2022736967206e6f223a203237302c202276616c7565223a20302e353036393635377d7d"
"31.254207000","192.168.146.97","192.168.146.187","TCP","5","20400","5","8883 → 51901 [ACK] Seq=5 Ack=20400 Win=64572 Len=0",,
"31.259023000","192.168.146.187","192.168.146.97","MQTT","20400","5","20476","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:069"", ""sig no"": 271, ""value"": 0.4395667}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a303639222c2022736967206e6f223a203237312c202276616c7565223a20302e343339353636377d7d"
"31.294833000","192.168.146.112","192.168.146.97","TCP","49","20390","49","61932 → 8883 [ACK] Seq=49 Ack=20390 Win=64256 Len=0",,
"31.294910000","192.168.146.97","192.168.146.112","MQTT","20390","49","20466","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:069"", ""sig no"": 271, ""value"": 0.4395667}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a303639222c2022736967206e6f223a203237312c202276616c7565223a20302e343339353636377d7d"
"31.302171000","192.168.146.97","192.168.146.187","TCP","5","20476","5","8883 → 51901 [ACK] Seq=5 Ack=20476 Win=64496 Len=0",,
"31.310492000","192.168.146.187","192.168.146.97","MQTT","20476","5","20552","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:124"", ""sig no"": 272, ""value"": 0.5076982}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a313234222c2022736967206e6f223a203237322c202276616c7565223a20302e353037363938327d7d"
"31.351933000","192.168.146.112","192.168.146.97","TCP","49","20466","49","61932 → 8883 [ACK] Seq=49 Ack=20466 Win=64256 Len=0",,
"31.352036000","192.168.146.97","192.168.146.112","MQTT","20466","49","20542","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:124"", ""sig no"": 272, ""value"": 0.5076982}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a313234222c2022736967206e6f223a203237322c202276616c7565223a20302e353037363938327d7d"
"31.362928000","192.168.146.97","192.168.146.187","TCP","5","20552","5","8883 → 51901 [ACK] Seq=5 Ack=20552 Win=64420 Len=0",,
"31.367728000","192.168.146.187","192.168.146.97","MQTT","20552","5","20628","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:179"", ""sig no"": 273, ""value"": 0.5079423}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a313739222c2022736967206e6f223a203237332c202276616c7565223a20302e353037393432337d7d"
"31.408955000","192.168.146.97","192.168.146.187","TCP","5","20628","5","8883 → 51901 [ACK] Seq=5 Ack=20628 Win=64344 Len=0",,
"31.413994000","192.168.146.187","192.168.146.97","MQTT","20628","5","20704","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:234"", ""sig no"": 274, ""value"": 0.5238117}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a323334222c2022736967206e6f223a203237342c202276616c7565223a20302e353233383131377d7d"
"31.414855000","192.168.146.112","192.168.146.97","TCP","49","20542","49","61932 → 8883 [ACK] Seq=49 Ack=20542 Win=64256 Len=0",,
"31.414902000","192.168.146.97","192.168.146.112","MQTT","20542","49","20694","Publish Message [ecg], Publish Message [ecg]","{""data"": {""time"": ""13:00:21:179"", ""sig no"": 273, ""value"": 0.5079423}},{""data"": {""time"": ""13:00:21:234"", ""sig no"": 274, ""value"": 0.5238117}}","304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a313739222c2022736967206e6f223a203237332c202276616c7565223a20302e353037393432337d7d304a00036563677b2264617461223a207b2274696d65223a202231333a30303a32313a323334222c2022736967206e6f223a203237342c202276616c7565223a20302e353233383131377d7d"
"31.455593000","192.168.146.97","192.168.146.187","TCP","5","20704","5","8883 → 51901 [ACK] Seq=5 Ack=20704 Win=64268 Len=0",,
"31.463433000","192.168.146.187","192.168.146.97","MQTT","20704","5","20779","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:289"", ""sig no"": 275, ""value"": 0.549691}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32313a323839222c2022736967206e6f223a203237352c202276616c7565223a20302e3534393639317d7d"
"31.483828000","192.168.146.112","192.168.146.97","TCP","49","20694","49","61932 → 8883 [ACK] Seq=49 Ack=20694 Win=65536 Len=0",,
"31.484130000","192.168.146.97","192.168.146.112","MQTT","20694","49","20769","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:289"", ""sig no"": 275, ""value"": 0.549691}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32313a323839222c2022736967206e6f223a203237352c202276616c7565223a20302e3534393639317d7d"
"31.517689000","192.168.146.97","192.168.146.187","TCP","5","20779","5","8883 → 51901 [ACK] Seq=5 Ack=20779 Win=64193 Len=0",,
"31.522312000","192.168.146.187","192.168.146.97","MQTT","20779","5","20854","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:345"", ""sig no"": 276, ""value"": 0.526009}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32313a333435222c2022736967206e6f223a203237362c202276616c7565223a20302e3532363030397d7d"
"31.552320000","192.168.146.112","192.168.146.97","TCP","49","20769","49","61932 → 8883 [ACK] Seq=49 Ack=20769 Win=65536 Len=0",,
"31.552395000","192.168.146.97","192.168.146.112","MQTT","20769","49","20844","Publish Message [ecg]","{""data"": {""time"": ""13:00:21:345"", ""sig no"": 276, ""value"": 0.526009}}","304900036563677b2264617461223a207b2274696d65223a202231333a30303a32313a333435222c2022736967206e6f223a203237362c202276616c7565223a20302e3532363030397d7d"
"31.564841000","192.168.146.97","192.168.146.187","TCP","5","20854","5","8883 → 51901 [ACK] Seq=5 Ack=20854 Win=64118 Len=0",,
