16.603561,0.121305,0,4,1,84,84
16.603561,0.177214,0,5,2,305,305
16.603561,0.177214,0,5,3,305,305
16.666717,0.114058,0,5,4,305,305
16.727012,0.182497,0,5,5,453,453
16.727012,0.182497,0,5,6,453,453
16.839886,0.117020,0,4,7,675,675
16.839886,0.117020,0,4,8,675,675
16.900097,0.056809,0,4,9,675,675
16.948912,0.106237,0,1,10,750,750
17.067041,0.286101,1,4,11,825,825
17.067041,0.332060,1,3,12,975,975
17.122394,0.276707,1,3,13,975,975
17.353142,0.329314,1,6,14,1050,1050
17.682456,0.284984,1,11,15,1125,1125
17.682456,0.330361,1,10,16,1425,1425
17.682456,0.330361,1,10,17,1425,1425
17.682456,0.330361,1,10,18,1425,1425
17.682456,0.330361,1,10,19,1425,1425
17.967440,0.326685,1,12,20,1875,1875
17.967440,0.326685,1,12,21,1875,1875
17.967440,0.326685,1,12,22,1875,1875
17.967440,0.326685,1,12,23,1875,1875
17.967440,0.326685,1,12,24,1875,1875
17.967440,0.326685,1,12,25,1875,1875
18.294125,0.282284,1,6,26,1950,1950
18.294125,0.331633,1,12,27,2324,2324
18.294125,0.331633,1,12,28,2324,2324
18.294125,0.331633,1,12,29,2324,2324
18.294125,0.331633,1,12,30,2324,2324
18.294125,0.331633,1,12,31,2324,2324
18.576811,0.219856,0,12,32,2848,2848
18.576811,0.219856,0,12,33,2848,2848
18.576811,0.219856,0,12,34,2848,2848
18.576811,0.219856,0,12,35,2848,2848
18.576811,0.219856,0,12,36,2848,2848
18.576811,0.219856,0,12,37,2848,2848
18.576811,0.219856,0,12,38,2848,2848
18.630293,0.338005,0,8,39,3223,3223
18.630293,0.338005,0,8,40,3223,3223
18.630293,0.338005,0,8,41,3223,3223
18.691022,0.277276,0,8,42,3223,3223
18.746422,0.221876,0,8,43,3223,3223
18.803711,0.220824,0,4,44,3447,3447
18.866189,0.158346,0,4,45,3447,3447
18.926660,0.097875,0,4,46,3447,3447
18.972296,0.119849,0,3,47,3522,3522
19.029754,0.143150,0,3,48,3672,3672
19.084007,0.088897,0,3,49,3672,3672
19.129932,0.152604,0,2,50,3747,3747
19.176123,0.231510,0,4,51,3822,3822
19.292749,0.315676,0,7,52,4047,4047
19.292749,0.315676,0,7,53,4047,4047
19.351650,0.256775,0,7,54,4047,4047
19.414163,0.368602,0,7,55,4347,4347
19.473295,0.309470,0,7,56,4347,4347
19.519887,0.262878,0,7,57,4347,4347
19.566239,0.216526,0,7,58,4347,4347
19.611983,0.226728,0,5,59,4572,4572
19.729059,0.109652,0,5,60,4572,4572
19.729059,0.109652,0,5,61,4572,4572
19.785952,0.108276,0,2,62,4722,4722
19.833881,0.060347,0,2,63,4722,4722
19.894228,0.106211,0,2,64,4797,4797
19.943749,0.258769,0,5,65,4872,4872
20.003657,0.273837,0,6,66,5171,5171
20.051394,0.226100,0,6,67,5171,5171
20.159470,0.118024,0,6,68,5171,5171
20.159470,0.118024,0,6,69,5171,5171
20.268765,0.067206,0,2,70,5321,5321
20.268765,0.067206,0,2,71,5321,5321
20.377026,0.107599,0,2,72,5396,5396
20.377026,0.223936,0,5,73,5471,5471
20.487195,0.171434,0,4,74,5771,5771
20.487195,0.171434,0,4,75,5771,5771
20.597264,0.061365,0,4,76,5771,5771
20.597264,0.061365,0,4,77,5771,5771
20.704555,0.069589,0,2,78,5845,5845
20.750300,0.088250,0,2,79,5920,5920
20.799093,0.110334,0,3,80,5995,5995
20.848049,0.126091,0,3,81,6142,6142
20.892590,0.081550,0,3,82,6142,6142
20.942792,0.089775,0,2,83,6216,6216
21.003667,0.079642,0,2,84,6291,6291
21.052726,0.103061,0,2,85,6366,6366
21.111145,0.106117,0,3,86,6441,6441
21.157899,0.126731,0,2,87,6591,6591
21.204514,0.080116,0,2,88,6591,6591
21.313585,0.177144,0,4,89,6665,6665
21.313585,0.246831,0,4,90,6890,6890
21.408331,0.152085,0,4,91,6890,6890
21.457980,0.102436,0,4,92,6890,6890
21.516997,0.104448,0,3,93,6965,6965
21.565395,0.105888,0,3,94,7115,7115
21.613278,0.058005,0,3,95,7115,7115
21.658019,0.086321,0,2,96,7190,7190
21.707079,0.100101,0,3,97,7265,7265
21.751897,0.122476,0,2,98,7415,7415
21.798842,0.075531,0,2,99,7415,7415
21.907973,0.125727,0,4,100,7488,7488
21.907973,0.180117,0,3,101,7716,7716
21.969610,0.118480,0,3,102,7716,7716
22.022768,0.065322,0,3,103,7716,7716
22.129845,0.216660,0,4,104,7792,7792
22.129845,0.277988,0,5,105,8020,8020
22.237738,0.170095,0,5,106,8020,8020
22.237738,0.170095,0,5,107,8020,8020
22.349173,0.165983,0,4,108,8172,8172
22.349173,0.165983,0,4,109,8172,8172
22.410839,0.261459,0,4,110,8324,8324
22.458740,0.213558,0,4,111,8324,8324
22.518962,0.261750,0,4,112,8476,8476
22.566389,0.214323,0,4,113,8476,8476
22.674974,0.322167,0,6,114,8627,8627
22.674974,0.322167,0,6,115,8627,8627
22.785068,0.603698,1,7,116,8931,8931
22.785068,0.603698,1,7,117,8931,8931
22.846799,0.541967,1,7,118,8931,8931
22.892728,0.496038,1,7,119,8931,8931
23.000643,0.434973,1,3,120,9083,9083
23.000643,0.434973,1,3,121,9083,9083
23.388766,0.436762,1,1,122,9159,9159
23.825528,0.398827,1,16,123,9235,9235
23.825528,0.454991,1,15,124,9919,9919
23.825528,0.454991,1,15,125,9919,9919
23.825528,0.454991,1,15,126,9919,9919
23.825528,0.454991,1,15,127,9919,9919
23.825528,0.454991,1,15,128,9919,9919
23.825528,0.454991,1,15,129,9919,9919
23.825528,0.454991,1,15,130,9919,9919
23.825528,0.454991,1,15,131,9919,9919
23.825528,0.454991,1,15,132,9919,9919
24.224355,0.161646,0,13,133,10375,10375
24.224355,0.161646,0,13,134,10375,10375
24.224355,0.161646,0,13,135,10375,10375
24.224355,0.161646,0,13,136,10375,10375
24.224355,0.161646,0,13,137,10375,10375
24.224355,0.161646,0,13,138,10375,10375
24.347807,0.101886,0,9,139,10904,10904
24.347807,0.101886,0,9,140,10904,10904
24.347807,0.101886,0,9,141,10904,10904
24.347807,0.101886,0,9,142,10904,10904
24.347807,0.101886,0,9,143,10904,10904
24.347807,0.101886,0,9,144,10904,10904
24.347807,0.101886,0,9,145,10904,10904
24.392935,0.111785,0,3,146,11056,11056
24.438728,0.065992,0,3,147,11056,11056
24.486996,0.208476,0,4,148,11132,11132
24.534100,0.224092,0,4,149,11360,11360
24.642618,0.115574,0,4,150,11360,11360
24.642618,0.115574,0,4,151,11360,11360
24.741992,0.072280,0,2,152,11436,11436
24.801515,0.068718,0,2,153,11512,11512
24.847865,0.080245,0,2,154,11587,11587
24.896604,0.092188,0,2,155,11662,11662
24.955277,0.100136,0,3,156,11738,11738
25.004641,0.107397,0,3,157,11890,11890
25.052057,0.059981,0,3,158,11890,11890
25.099261,0.073194,0,2,159,11966,11966
25.148460,0.079766,0,2,160,12042,12042
25.207512,0.082505,0,2,161,12117,12117
25.255537,0.093979,0,2,162,12193,12193
25.302014,0.112135,0,2,163,12269,12269
25.397494,0.076865,0,2,164,12345,12345
25.444065,0.086911,0,2,165,12420,12420
25.491441,0.094762,0,3,166,12496,12496
25.539725,0.113451,0,3,167,12572,12572
25.586203,0.131036,0,3,168,12724,12724
25.644087,0.073152,0,3,169,12724,12724
25.696307,0.086821,0,2,170,12800,12800
25.743862,0.097612,0,2,171,12876,12876
